Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary_numerical,salary_log
Udonis Haslem,C,39.0,MIA,4.0,1.0,11.0,1.0,2.8,0.364,0.3,0.8,0.33299999999999996,0.8,2.0,0.375,0.409,0.8,1.0,0.75,0.3,3.8,4.0,0.3,0.0,0.0,0.3,1.5,3.0,2564753.0,14.757372735653925
Jared Dudley,PF,34.0,LAL,45.0,1.0,8.1,0.5,1.3,0.4,0.4,0.9,0.429,0.1,0.4,0.33299999999999996,0.55,0.0,0.0,1.0,0.1,1.0,1.2,0.6,0.3,0.1,0.2,0.9,1.5,2564753.0,14.757372735653925
Wayne Ellington,SG,32.0,NYK,36.0,1.0,15.5,1.7,4.8,0.35100000000000003,1.4,4.0,0.35,0.3,0.9,0.355,0.494,0.3,0.4,0.846,0.1,1.7,1.8,1.2,0.4,0.1,0.5,1.1,5.1,3005225.0,14.915862998356424
Wayne Ellington,SG,32.0,NYK,36.0,1.0,15.5,1.7,4.8,0.35100000000000003,1.4,4.0,0.35,0.3,0.9,0.355,0.494,0.3,0.4,0.846,0.1,1.7,1.8,1.2,0.4,0.1,0.5,1.1,5.1,3005225.0,14.915862998356424
J.J. Barea,PG,35.0,DAL,29.0,6.0,15.5,2.9,7.1,0.41100000000000003,1.1,2.9,0.376,1.8,4.2,0.434,0.488,0.7,0.8,0.909,0.3,1.5,1.8,3.9,0.2,0.1,1.3,0.9,7.7,2564753.0,14.757372735653925
Jeff Green,PF-C,33.0,TOT,48.0,4.0,20.0,3.3,7.2,0.462,1.3,3.8,0.33899999999999997,2.0,3.4,0.602,0.552,1.5,1.9,0.802,0.5,2.3,2.8,1.0,0.5,0.4,0.9,1.9,9.4,2564753.0,14.757372735653925
Jeff Green,PF,33.0,UTA,30.0,2.0,18.4,2.5,6.5,0.385,1.1,3.5,0.327,1.4,3.0,0.451,0.47200000000000003,1.6,2.1,0.778,0.5,2.2,2.7,0.7,0.4,0.3,0.9,1.5,7.8,2564753.0,14.757372735653925
Jeff Green,C,33.0,HOU,18.0,2.0,22.6,4.7,8.3,0.564,1.6,4.4,0.354,3.1,3.9,0.8,0.6579999999999999,1.3,1.6,0.857,0.6,2.3,2.9,1.7,0.8,0.5,0.8,2.4,12.2,2564753.0,14.757372735653925
Jeff Teague,PG,31.0,TOT,59.0,17.0,24.8,3.6,8.3,0.436,0.7,2.0,0.368,2.9,6.3,0.457,0.48,2.9,3.3,0.873,0.5,1.9,2.4,5.2,0.7,0.3,2.0,1.8,10.9,2564753.0,14.757372735653925
Jeff Teague,PG,31.0,MIN,34.0,13.0,27.8,4.3,9.5,0.44799999999999995,1.0,2.6,0.379,3.3,7.0,0.473,0.498,3.7,4.2,0.868,0.4,2.1,2.6,6.1,0.7,0.4,2.2,2.1,13.2,2564753.0,14.757372735653925
Jeff Teague,PG,31.0,ATL,25.0,4.0,20.8,2.7,6.6,0.41200000000000003,0.4,1.2,0.33299999999999996,2.3,5.4,0.43,0.442,1.9,2.1,0.887,0.5,1.7,2.2,4.0,0.8,0.2,1.6,1.4,7.7,2564753.0,14.757372735653925
Grayson Allen,SG,24.0,MEM,38.0,0.0,18.9,3.1,6.6,0.466,1.5,3.7,0.40399999999999997,1.6,2.9,0.545,0.58,1.0,1.2,0.867,0.2,2.0,2.2,1.4,0.3,0.1,0.9,1.4,8.7,2545320.0,14.749766936801262
Grant Williams,PF,21.0,BOS,69.0,5.0,15.1,1.3,3.1,0.41200000000000003,0.3,1.4,0.25,0.9,1.7,0.5479999999999999,0.469,0.6,0.8,0.722,0.9,1.7,2.6,1.0,0.4,0.5,0.7,2.4,3.4,2498760.0,14.73130516678974
Chandler Hutchison,SF,23.0,CHI,28.0,10.0,18.8,2.9,6.3,0.457,0.4,1.4,0.316,2.4,4.9,0.496,0.491,1.6,2.8,0.59,0.6,3.2,3.9,0.9,1.0,0.3,1.0,1.7,7.8,2443440.0,14.708917440449188
Darius Bazley,PF,19.0,OKC,61.0,9.0,18.5,2.0,5.2,0.39399999999999996,0.8,2.3,0.348,1.2,2.9,0.43200000000000005,0.47200000000000003,0.7,1.0,0.6940000000000001,0.5,3.5,4.0,0.7,0.4,0.7,0.7,0.9,5.6,2399160.0,14.690629234053878
Aaron Holiday,PG,23.0,IND,66.0,33.0,24.5,3.5,8.5,0.414,1.3,3.3,0.39399999999999996,2.2,5.2,0.42700000000000005,0.491,1.1,1.3,0.851,0.3,2.0,2.4,3.4,0.8,0.2,1.3,1.8,9.5,2345640.0,14.668068843735067
Bryn Forbes,SG,26.0,SAS,63.0,62.0,25.1,3.8,9.2,0.41700000000000004,2.3,6.0,0.38799999999999996,1.5,3.2,0.47,0.544,1.2,1.4,0.833,0.2,1.8,2.0,1.7,0.5,0.0,0.9,1.8,11.2,2337145.0,14.664440656953557
E'Twaun Moore,SG,30.0,NOP,56.0,6.0,18.2,3.3,7.8,0.426,1.1,3.0,0.377,2.2,4.8,0.456,0.498,0.6,0.8,0.6890000000000001,0.6,1.8,2.3,1.4,0.6,0.2,0.7,1.4,8.3,2331593.0,14.662062282918797
Markieff Morris,PF,30.0,TOT,58.0,17.0,20.5,3.5,7.9,0.44299999999999995,1.5,3.9,0.386,2.0,4.0,0.5,0.539,1.1,1.5,0.7759999999999999,0.7,3.1,3.8,1.3,0.5,0.3,1.3,2.3,9.7,2331593.0,14.662062282918797
Markieff Morris,PF,30.0,DET,44.0,16.0,22.5,4.0,8.8,0.45,1.7,4.3,0.397,2.3,4.5,0.5,0.546,1.4,1.8,0.772,0.5,3.4,3.9,1.6,0.6,0.3,1.6,2.4,11.0,2331593.0,14.662062282918797
Markieff Morris,PF,30.0,LAL,14.0,1.0,14.2,2.0,4.9,0.406,0.9,2.8,0.33299999999999996,1.1,2.1,0.5,0.5,0.4,0.4,0.833,1.1,2.1,3.2,0.6,0.4,0.4,0.4,2.1,5.3,2331593.0,14.662062282918797
Reggie Jackson,SG-PG,29.0,TOT,31.0,16.0,24.0,4.3,10.5,0.41100000000000003,1.8,4.7,0.39299999999999996,2.5,5.8,0.425,0.498,1.5,1.7,0.833,0.5,2.4,3.0,4.1,0.4,0.2,1.6,1.9,11.9,2331593.0,14.662062282918797
Reggie Jackson,PG,29.0,DET,14.0,10.0,27.2,5.4,14.1,0.384,2.2,5.9,0.37799999999999995,3.2,8.3,0.38799999999999996,0.462,1.9,2.4,0.7879999999999999,0.8,2.1,2.9,5.1,0.6,0.1,1.6,1.5,14.9,2331593.0,14.662062282918797
Reggie Jackson,SG,29.0,LAC,17.0,6.0,21.3,3.4,7.5,0.45299999999999996,1.5,3.7,0.413,1.9,3.8,0.49200000000000005,0.555,1.1,1.2,0.905,0.4,2.6,3.0,3.2,0.3,0.2,1.6,2.2,9.5,2331593.0,14.662062282918797
Bismack Biyombo,C,27.0,CHO,53.0,29.0,19.4,2.8,5.2,0.5429999999999999,0.0,0.0,0.0,2.8,5.2,0.5429999999999999,0.5429999999999999,1.7,2.8,0.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4,2331593.0,14.662062282918797
Hassan Whiteside,C,30.0,POR,67.0,61.0,30.0,6.5,10.5,0.621,0.1,0.1,0.5710000000000001,6.4,10.4,0.622,0.624,2.4,3.6,0.6859999999999999,3.9,9.7,13.5,1.2,0.4,2.9,1.8,2.9,15.5,2320044.0,14.657096708979891
Kent Bazemore,SF,30.0,TOT,68.0,21.0,24.8,2.9,7.9,0.375,1.2,3.6,0.344,1.7,4.3,0.4,0.45299999999999996,1.7,2.2,0.769,0.4,3.9,4.3,1.4,1.1,0.6,1.3,2.9,8.8,2320044.0,14.657096708979891
Kent Bazemore,SF,30.0,POR,43.0,21.0,25.8,2.6,7.6,0.34700000000000003,1.3,4.0,0.327,1.3,3.6,0.368,0.433,1.3,1.7,0.8059999999999999,0.3,3.7,4.0,1.4,1.0,0.7,1.4,2.8,7.9,2320044.0,14.657096708979891
Kent Bazemore,SF,30.0,SAC,25.0,0.0,23.1,3.5,8.3,0.418,1.1,2.9,0.384,2.4,5.4,0.43700000000000006,0.486,2.2,3.0,0.733,0.6,4.3,4.9,1.3,1.2,0.4,1.2,3.0,10.3,2320044.0,14.657096708979891
Alex Len,C,26.0,TOT,55.0,12.0,17.6,3.2,5.8,0.555,0.3,1.1,0.271,2.9,4.7,0.619,0.58,1.2,1.9,0.648,1.8,4.0,5.8,0.9,0.4,0.9,1.0,2.3,8.0,2320000.0,14.657077743642493
Alex Len,C,26.0,ATL,40.0,9.0,18.6,3.6,6.5,0.546,0.4,1.4,0.25,3.2,5.1,0.627,0.573,1.3,2.0,0.63,1.7,4.0,5.8,1.1,0.5,0.8,1.0,2.3,8.7,2320000.0,14.657077743642493
Alex Len,C,26.0,SAC,15.0,3.0,15.0,2.3,3.9,0.593,0.1,0.2,0.667,2.2,3.7,0.589,0.61,1.1,1.6,0.708,2.1,4.0,6.1,0.5,0.2,1.0,1.1,2.3,5.9,2320000.0,14.657077743642493
Luke Kornet,C,24.0,CHI,36.0,14.0,15.5,2.3,5.2,0.439,0.9,3.0,0.287,1.4,2.2,0.6459999999999999,0.521,0.6,0.8,0.7140000000000001,0.6,1.7,2.3,0.9,0.3,0.7,0.4,1.5,6.0,2304878.0,14.650538304595642
Ty Jerome,SG,22.0,PHO,31.0,0.0,10.6,1.2,3.6,0.336,0.5,1.6,0.28,0.8,2.0,0.381,0.39799999999999996,0.4,0.5,0.75,0.2,1.3,1.5,1.4,0.5,0.1,0.6,0.9,3.3,2303040.0,14.649740547301576
Taj Gibson,C,34.0,NYK,62.0,56.0,16.5,2.7,4.6,0.584,0.1,0.2,0.28600000000000003,2.6,4.4,0.599,0.591,0.7,0.9,0.732,1.8,2.5,4.3,0.8,0.4,0.5,0.8,2.0,6.1,3283684.0,15.004476520807687
Taj Gibson,C,34.0,NYK,62.0,56.0,16.5,2.7,4.6,0.584,0.1,0.2,0.28600000000000003,2.6,4.4,0.599,0.591,0.7,0.9,0.732,1.8,2.5,4.3,0.8,0.4,0.5,0.8,2.0,6.1,3283684.0,15.004476520807687
Mike Muscala,C,28.0,OKC,47.0,2.0,12.2,1.6,4.0,0.40700000000000003,1.1,3.0,0.37799999999999995,0.5,1.0,0.5,0.55,0.4,0.5,0.818,0.3,2.0,2.3,0.9,0.2,0.3,0.4,1.2,4.8,2283034.0,14.641015818086101
Ben McLemore,SF,26.0,HOU,71.0,23.0,22.8,3.4,7.7,0.444,2.5,6.4,0.4,0.9,1.3,0.6559999999999999,0.61,0.7,0.9,0.746,0.3,1.9,2.2,0.8,0.6,0.2,0.7,2.2,10.1,2283034.0,14.641015818086101
Anfernee Simons,SG,20.0,POR,70.0,4.0,20.7,3.1,7.7,0.39899999999999997,1.1,3.2,0.332,2.0,4.4,0.44799999999999995,0.469,1.1,1.3,0.826,0.4,1.8,2.2,1.4,0.4,0.1,0.9,1.9,8.3,2252040.0,14.627347030073318
Brad Wanamaker,PG,30.0,BOS,71.0,1.0,19.3,2.3,5.1,0.44799999999999995,0.5,1.4,0.363,1.8,3.7,0.48100000000000004,0.499,1.8,1.9,0.9259999999999999,0.3,1.7,2.0,2.5,0.9,0.2,1.1,1.9,6.9,2250000.0,14.626440774180603
Nassir Little,PF,19.0,POR,48.0,5.0,11.9,1.4,3.1,0.43,0.3,1.2,0.237,1.1,1.9,0.5539999999999999,0.47700000000000004,0.6,0.9,0.636,0.6,1.6,2.3,0.5,0.3,0.3,0.3,1.5,3.6,2210640.0,14.608792624330228
Matthew Dellavedova,PG,29.0,CLE,57.0,4.0,14.4,1.1,3.1,0.354,0.4,1.6,0.231,0.7,1.5,0.488,0.414,0.6,0.6,0.865,0.3,1.0,1.3,3.2,0.4,0.0,1.0,1.4,3.1,2174318.0,14.592225610115305
Solomon Hill,PF,28.0,TOT,59.0,4.0,18.4,1.9,4.7,0.396,1.1,2.9,0.368,0.8,1.8,0.439,0.509,0.7,0.9,0.741,0.5,2.3,2.8,1.8,0.7,0.2,0.9,1.4,5.5,2174318.0,14.592225610115305
Solomon Hill,PF,28.0,MEM,48.0,3.0,18.8,2.0,4.9,0.41200000000000003,1.2,3.1,0.381,0.8,1.8,0.465,0.532,0.5,0.8,0.684,0.5,2.5,3.0,2.0,0.6,0.1,0.8,1.5,5.7,2174318.0,14.592225610115305
Solomon Hill,PF,28.0,MIA,11.0,1.0,17.0,1.3,4.1,0.311,0.6,2.2,0.292,0.6,1.9,0.33299999999999996,0.389,1.3,1.5,0.875,0.5,1.5,1.9,0.9,1.1,0.5,1.0,1.1,4.5,2174318.0,14.592225610115305
Moritz Wagner,C,22.0,WAS,45.0,5.0,18.6,3.2,5.9,0.545,0.6,1.8,0.313,2.7,4.1,0.645,0.5920000000000001,1.7,2.1,0.821,1.2,3.6,4.9,1.2,0.6,0.4,1.5,3.4,8.7,2161920.0,14.586507273721462
Edmond Sumner,SG,24.0,IND,31.0,3.0,14.4,2.0,4.6,0.43,0.5,1.7,0.264,1.5,2.9,0.528,0.479,0.5,0.9,0.552,0.4,1.1,1.5,1.8,0.5,0.3,0.7,1.4,4.9,2160000.0,14.585618779660347
John Konchar,SG,23.0,MEM,19.0,0.0,9.5,1.3,1.9,0.649,0.3,0.5,0.5,1.0,1.4,0.7040000000000001,0.716,0.1,0.1,0.5,0.9,1.5,2.5,1.2,0.4,0.2,0.4,0.4,2.8,2093023.0,14.554119990378748
Landry Shamet,SG,22.0,LAC,53.0,30.0,27.4,3.0,7.4,0.40399999999999997,2.1,5.6,0.375,0.9,1.8,0.495,0.546,1.2,1.4,0.855,0.1,1.8,1.9,1.9,0.4,0.2,0.8,2.7,9.3,2090040.0,14.552693762513831
Mfiondu Kabengele,C,22.0,LAC,12.0,0.0,5.3,1.2,2.7,0.43799999999999994,0.8,1.7,0.45,0.4,1.0,0.41700000000000004,0.578,0.4,0.4,1.0,0.1,0.8,0.9,0.2,0.2,0.2,0.2,0.8,3.5,2075880.0,14.545895718129023
Jordan Poole,SG,20.0,GSW,57.0,14.0,22.4,2.9,8.8,0.33299999999999996,1.3,4.6,0.27899999999999997,1.6,4.2,0.392,0.406,1.7,2.1,0.7979999999999999,0.2,1.9,2.1,2.4,0.6,0.2,1.3,1.6,8.8,2063280.0,14.539807507516436
Bol Bol,PF,20.0,DEN,7.0,0.0,12.4,2.0,4.0,0.5,0.6,1.3,0.444,1.4,2.7,0.526,0.5710000000000001,1.1,1.4,0.8,0.7,2.0,2.7,0.9,0.3,0.9,1.4,1.6,5.7,2058240.0,14.537361806652575
Keldon Johnson,SF,20.0,SAS,17.0,1.0,17.7,3.1,5.2,0.596,0.8,1.3,0.591,2.4,3.9,0.597,0.669,2.1,2.6,0.795,0.6,2.8,3.4,0.9,0.8,0.1,0.8,1.6,9.1,2048040.0,14.532393796200804
Kevin Porter Jr.,SF,19.0,CLE,50.0,3.0,23.2,3.7,8.4,0.442,1.1,3.2,0.335,2.7,5.3,0.506,0.505,1.5,2.0,0.723,0.4,2.8,3.2,2.2,0.9,0.3,1.9,2.7,10.0,2033160.0,14.525101790940152
Robert Williams,C,22.0,BOS,29.0,1.0,13.4,2.2,3.0,0.727,0.0,0.0,0.0,2.2,3.0,0.727,0.727,0.8,1.2,0.647,1.4,3.0,4.4,0.9,0.8,1.2,0.7,1.8,5.2,2029920.0,14.523506941374425
Glenn Robinson III,SF,26.0,TOT,62.0,52.0,28.8,4.6,9.5,0.486,1.2,3.2,0.391,3.4,6.4,0.534,0.552,1.2,1.4,0.86,1.3,3.0,4.4,1.5,0.9,0.3,0.9,1.6,11.7,2028594.0,14.522853500214838
Glenn Robinson III,SF,26.0,GSW,48.0,48.0,31.6,5.1,10.6,0.48100000000000004,1.4,3.5,0.4,3.7,7.0,0.522,0.5479999999999999,1.3,1.5,0.851,1.4,3.3,4.7,1.8,0.9,0.3,1.0,1.7,12.9,2028594.0,14.522853500214838
Glenn Robinson III,SF,26.0,PHI,14.0,4.0,19.3,3.1,6.1,0.518,0.6,1.9,0.33299999999999996,2.5,4.1,0.603,0.5710000000000001,0.8,0.9,0.917,1.1,2.1,3.1,0.8,0.6,0.1,0.4,1.3,7.7,2028594.0,14.522853500214838
Langston Galloway,SG,28.0,DET,66.0,6.0,25.8,3.6,8.2,0.435,2.0,5.0,0.39899999999999997,1.6,3.2,0.493,0.557,1.1,1.3,0.8590000000000001,0.5,1.8,2.3,1.5,0.7,0.2,0.6,1.5,10.3,2028594.0,14.522853500214838
Tyler Johnson,PG-SG,27.0,TOT,39.0,7.0,18.2,2.5,6.4,0.38799999999999996,1.0,3.1,0.319,1.5,3.4,0.45,0.46399999999999997,1.1,1.3,0.84,0.5,1.5,1.9,1.9,0.4,0.2,0.7,1.5,7.0,2028594.0,14.522853500214838
Tyler Johnson,PG,27.0,PHO,31.0,3.0,16.6,2.1,5.5,0.38,0.8,2.7,0.289,1.3,2.8,0.466,0.45,0.8,1.0,0.75,0.3,1.4,1.7,1.6,0.4,0.3,0.8,1.4,5.7,2028594.0,14.522853500214838
Tyler Johnson,SG,27.0,BRK,8.0,4.0,24.3,4.0,9.9,0.405,1.8,4.5,0.389,2.3,5.4,0.419,0.494,2.3,2.3,1.0,1.0,2.0,3.0,3.0,0.5,0.1,0.6,1.9,12.0,2028594.0,14.522853500214838
Jacob Evans,SG,22.0,TOT,29.0,1.0,14.4,1.6,4.6,0.336,0.4,1.3,0.33299999999999996,1.1,3.3,0.337,0.384,0.9,1.0,0.862,0.3,1.1,1.4,1.1,0.4,0.4,0.9,1.4,4.4,2017320.0,14.517280455815104
Jacob Evans,SG,22.0,GSW,27.0,1.0,15.3,1.7,4.9,0.33799999999999997,0.5,1.4,0.342,1.2,3.5,0.337,0.387,0.9,1.1,0.862,0.3,1.2,1.5,1.1,0.4,0.4,0.9,1.5,4.7,2017320.0,14.517280455815104
Jacob Evans,SG,22.0,MIN,2.0,0.0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017320.0,14.517280455815104
Kenrich Williams,PF,25.0,NOP,39.0,18.0,21.3,1.3,3.8,0.34700000000000003,0.6,2.5,0.258,0.7,1.3,0.52,0.43200000000000005,0.2,0.7,0.34600000000000003,1.3,3.5,4.8,1.5,0.7,0.5,0.6,2.3,3.5,2000000.0,14.508657738524219
Damyean Dotson,SG,25.0,NYK,48.0,0.0,17.4,2.5,6.0,0.414,1.2,3.4,0.36200000000000004,1.3,2.6,0.48,0.516,0.5,0.7,0.667,0.2,1.7,1.9,1.2,0.5,0.1,0.4,0.9,6.7,2000000.0,14.508657738524219
Cameron Payne,SG,25.0,PHO,8.0,0.0,22.9,4.1,8.5,0.485,1.9,3.6,0.517,2.3,4.9,0.462,0.596,0.8,0.9,0.857,0.5,3.4,3.9,3.0,1.0,0.3,1.4,2.5,10.9,1977011.0,14.497096666123111
Gary Clark,SF-PF,25.0,TOT,42.0,5.0,13.5,1.3,3.2,0.406,0.9,2.6,0.35100000000000003,0.4,0.5,0.682,0.5529999999999999,0.2,0.2,0.9,0.9,1.7,2.6,0.4,0.1,0.5,0.2,1.1,3.7,1944677.0,14.480606454406013
Gary Clark,PF,25.0,HOU,18.0,0.0,11.8,1.3,3.3,0.39,1.0,2.8,0.353,0.3,0.4,0.625,0.542,0.3,0.4,0.857,0.6,1.6,2.2,0.7,0.1,0.4,0.1,1.2,3.9,1944677.0,14.480606454406013
Gary Clark,SF,25.0,ORL,24.0,5.0,14.8,1.3,3.1,0.419,0.9,2.5,0.35,0.4,0.6,0.7140000000000001,0.561,0.1,0.1,1.0,1.1,1.8,2.9,0.2,0.2,0.6,0.3,1.0,3.6,1944677.0,14.480606454406013
Jahlil Okafor,C,24.0,NOP,30.0,9.0,15.6,3.4,5.4,0.623,0.0,0.1,0.33299999999999996,3.3,5.3,0.629,0.627,1.3,2.1,0.645,1.6,2.6,4.2,1.2,0.2,0.7,1.3,2.2,8.1,1882867.0,14.448306173174474
Raul Neto,PG,27.0,PHI,54.0,3.0,12.4,1.9,4.1,0.455,0.6,1.6,0.386,1.2,2.5,0.5,0.532,0.7,0.9,0.83,0.2,0.9,1.1,1.8,0.4,0.1,0.9,0.9,5.1,1882867.0,14.448306173174474
JaKarr Sampson,PF,26.0,IND,34.0,12.0,13.9,2.0,3.4,0.591,0.1,0.4,0.154,1.9,3.0,0.647,0.6,0.5,0.8,0.667,0.6,2.0,2.6,0.6,0.5,0.4,0.4,1.9,4.6,1882867.0,14.448306173174474
Jerian Grant,SG,27.0,WAS,6.0,0.0,13.3,1.7,4.5,0.37,0.3,1.3,0.25,1.3,3.2,0.42100000000000004,0.40700000000000003,0.8,1.2,0.7140000000000001,0.3,0.7,1.0,1.5,0.2,0.2,0.5,1.8,4.5,1882867.0,14.448306173174474
Frank Kaminsky,C,26.0,PHO,39.0,13.0,19.9,3.5,7.9,0.45,1.1,3.2,0.331,2.5,4.7,0.53,0.516,1.6,2.3,0.6779999999999999,0.9,3.6,4.5,1.9,0.4,0.3,0.9,1.9,9.7,1882867.0,14.448306173174474
David Nwaba,SF,27.0,BRK,20.0,0.0,13.4,1.9,3.6,0.521,0.6,1.4,0.429,1.3,2.2,0.581,0.606,0.9,1.4,0.667,0.4,1.9,2.3,0.4,0.6,0.6,0.4,1.6,5.2,1862250.0,14.437295992038523
Marquese Chriss,PF,22.0,GSW,59.0,21.0,20.3,3.6,6.5,0.545,0.1,0.7,0.205,3.4,5.9,0.584,0.556,2.0,2.6,0.769,1.9,4.3,6.2,1.9,0.7,1.1,1.3,2.1,9.3,1824003.0,14.416544094351904
Timothé Luwawu-Cabarrot,SF,24.0,BRK,47.0,2.0,18.1,2.5,5.7,0.435,1.3,3.4,0.38799999999999996,1.2,2.3,0.505,0.55,1.5,1.7,0.852,0.6,2.1,2.7,0.6,0.4,0.1,0.8,2.3,7.8,1824003.0,14.416544094351904
Georges Niang,PF,26.0,UTA,66.0,1.0,14.0,2.1,4.9,0.43799999999999994,1.4,3.4,0.4,0.8,1.5,0.526,0.578,0.3,0.4,0.833,0.2,1.7,1.9,0.7,0.3,0.1,0.5,1.1,5.9,1783557.0,14.394120242900327
